sofifa_id,player_url,short_name,long_name,reconciliation_player,wikidata_player,member of sports team,player_positions,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_team_id,club_name,reconciliation_club,league,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
233746,https://sofifa.com/player/233746/vivianne-miedema/220002,V. Miedema,Vivianne Miedema,Vivianne Miedema,http://www.wikidata.org/entity/Q2754626,Arsenal W.F.C.,ST,92,93,,,24,178,65,,Arsenal W.F.C.,,,,,,,,,,34,Netherlands,113011,ST,9,Right,4,4,5,High/Low,Normal (170-185),, #Clinical Finisher, Outside Foot Shot,81,93,75,88,32,79,69,95,89,87,90,90,76,71,67,91,80,81,77,92,73,91,73,79,85,92,66,27,95,68,78,91,22,30,23,14,16,17,14,17,,93,93,93,86,89,89,89,86,89,89,89,87,81,81,81,87,64,62,62,62,64,60,55,55,55,60,27
227125,https://sofifa.com/player/227125/samantha-kerr/220002,S. Kerr,Samantha May Kerr,Sam Kerr,http://www.wikidata.org/entity/Q919634,Perth Glory FC W-League,ST,91,91,,,27,167,55,,Perth Glory FC W-League,,,,,,,,,,195,Australia,112998,ST,20,Right,4,4,5,High/Medium,Normal (170-),,#Aerial Threat,Flair,87,90,72,91,39,80,74,94,92,79,82,90,76,63,70,94,89,85,93,90,82,92,89,87,78,86,75,24,95,61,72,92,36,38,23,7,12,8,16,13,,91,91,91,87,88,88,88,87,87,87,87,88,79,79,79,88,66,64,64,64,66,63,59,59,59,63,23
227125,https://sofifa.com/player/227125/samantha-kerr/220002,S. Kerr,Samantha May Kerr,Sam Kerr,http://www.wikidata.org/entity/Q919634,Perth Glory FC W-League, LW,91,91,,,27,167,55,,Perth Glory FC W-League,,,,,,,,,,195,Australia,112998,ST,20,Right,4,4,5,High/Medium,Normal (170-),, #Dribbler, Speed Dribbler (AI),87,90,72,91,39,80,74,94,92,79,82,90,76,63,70,94,89,85,93,90,82,92,89,87,78,86,75,24,95,61,72,92,36,38,23,7,12,8,16,13,,91,91,91,87,88,88,88,87,87,87,87,88,79,79,79,88,66,64,64,64,66,63,59,59,59,63,23
227125,https://sofifa.com/player/227125/samantha-kerr/220002,S. Kerr,Samantha May Kerr,Sam Kerr,http://www.wikidata.org/entity/Q919634,Perth Glory FC W-League, LW,91,91,,,27,167,55,,Perth Glory FC W-League,,,,,,,,,,195,Australia,112998,ST,20,Right,4,4,5,High/Medium,Normal (170-),, #Distance Shooter, Outside Foot Shot,87,90,72,91,39,80,74,94,92,79,82,90,76,63,70,94,89,85,93,90,82,92,89,87,78,86,75,24,95,61,72,92,36,38,23,7,12,8,16,13,,91,91,91,87,88,88,88,87,87,87,87,88,79,79,79,88,66,64,64,64,66,63,59,59,59,63,23
227125,https://sofifa.com/player/227125/samantha-kerr/220002,S. Kerr,Samantha May Kerr,Sam Kerr,http://www.wikidata.org/entity/Q919634,Perth Glory FC W-League, LW,91,91,,,27,167,55,,Perth Glory FC W-League,,,,,,,,,,195,Australia,112998,ST,20,Right,4,4,5,High/Medium,Normal (170-),, #Acrobat, Outside Foot Shot,87,90,72,91,39,80,74,94,92,79,82,90,76,63,70,94,89,85,93,90,82,92,89,87,78,86,75,24,95,61,72,92,36,38,23,7,12,8,16,13,,91,91,91,87,88,88,88,87,87,87,87,88,79,79,79,88,66,64,64,64,66,63,59,59,59,63,23
227125,https://sofifa.com/player/227125/samantha-kerr/220002,S. Kerr,Samantha May Kerr,Sam Kerr,http://www.wikidata.org/entity/Q919634,Perth Glory FC W-League, LW,91,91,,,27,167,55,,Perth Glory FC W-League,,,,,,,,,,195,Australia,112998,ST,20,Right,4,4,5,High/Medium,Normal (170-),, #Clinical Finisher, Outside Foot Shot,87,90,72,91,39,80,74,94,92,79,82,90,76,63,70,94,89,85,93,90,82,92,89,87,78,86,75,24,95,61,72,92,36,38,23,7,12,8,16,13,,91,91,91,87,88,88,88,87,87,87,87,88,79,79,79,88,66,64,64,64,66,63,59,59,59,63,23
227125,https://sofifa.com/player/227125/samantha-kerr/220002,S. Kerr,Samantha May Kerr,Sam Kerr,http://www.wikidata.org/entity/Q919634,Perth Glory FC W-League, LW,91,91,,,27,167,55,,Perth Glory FC W-League,,,,,,,,,,195,Australia,112998,ST,20,Right,4,4,5,High/Medium,Normal (170-),, #Complete Forward, Outside Foot Shot,87,90,72,91,39,80,74,94,92,79,82,90,76,63,70,94,89,85,93,90,82,92,89,87,78,86,75,24,95,61,72,92,36,38,23,7,12,8,16,13,,91,91,91,87,88,88,88,87,87,87,87,88,79,79,79,88,66,64,64,64,66,63,59,59,59,63,23
226301,https://sofifa.com/player/226301/alex-morgan/220002,A. Morgan,Alexandra Morgan Carrasco,Alex Morgan,http://www.wikidata.org/entity/Q233510,United States women's national soccer team,ST,90,90,,,31,170,62,,United States women's national soccer team,,,,,,,,,,95,United States,113009,ST,13,Left,4,4,5,High/Low,Unique,,#Clinical Finisher,Leadership,86,88,74,86,43,71,71,90,86,81,88,87,68,70,67,89,85,86,76,83,68,86,76,75,76,83,53,63,90,74,89,91,34,29,27,11,11,10,10,11,,90,90,90,84,86,86,86,84,86,86,86,85,80,80,80,85,68,66,66,66,68,65,59,59,59,65,22
226301,https://sofifa.com/player/226301/alex-morgan/220002,A. Morgan,Alexandra Morgan Carrasco,Alex Morgan,http://www.wikidata.org/entity/Q233510,United States women's national soccer team,ST,90,90,,,31,170,62,,United States women's national soccer team,,,,,,,,,,95,United States,113009,ST,13,Left,4,4,5,High/Low,Unique,,#Clinical Finisher, Finesse Shot,86,88,74,86,43,71,71,90,86,81,88,87,68,70,67,89,85,86,76,83,68,86,76,75,76,83,53,63,90,74,89,91,34,29,27,11,11,10,10,11,,90,90,90,84,86,86,86,84,86,86,86,85,80,80,80,85,68,66,66,66,68,65,59,59,59,65,22
226301,https://sofifa.com/player/226301/alex-morgan/220002,A. Morgan,Alexandra Morgan Carrasco,Alex Morgan,http://www.wikidata.org/entity/Q233510,United States women's national soccer team,ST,90,90,,,31,170,62,,United States women's national soccer team,,,,,,,,,,95,United States,113009,ST,13,Left,4,4,5,High/Low,Unique,,#Clinical Finisher, Outside Foot Shot,86,88,74,86,43,71,71,90,86,81,88,87,68,70,67,89,85,86,76,83,68,86,76,75,76,83,53,63,90,74,89,91,34,29,27,11,11,10,10,11,,90,90,90,84,86,86,86,84,86,86,86,85,80,80,80,85,68,66,66,66,68,65,59,59,59,65,22
226308,https://sofifa.com/player/226308/dzsenifer-marozsan/220002,D. Marozsán,Dzsenifer Marozsán,Dzsenifer Marozsán,http://www.wikidata.org/entity/Q450592,1. FFC Frankfurt,CAM,90,90,,,29,171,67,,1. FFC Frankfurt,,,,,,,,,,21,Germany,113004,LDM,10,Right,4,5,5,High/Medium,Normal (170-185),,#Dribbler,Long Shot Taker (AI),82,86,90,89,55,76,89,81,61,92,88,90,93,94,84,92,84,81,80,89,79,89,61,82,75,90,74,71,84,91,93,89,51,46,53,8,10,15,9,12,,86,86,86,88,87,87,87,88,90,90,90,90,89,89,89,90,79,78,78,78,79,75,67,67,67,75,22
226308,https://sofifa.com/player/226308/dzsenifer-marozsan/220002,D. Marozsán,Dzsenifer Marozsán,Dzsenifer Marozsán,http://www.wikidata.org/entity/Q450592,1. FFC Frankfurt, LM,90,90,,,29,171,67,,1. FFC Frankfurt,,,,,,,,,,21,Germany,113004,LDM,10,Right,4,5,5,High/Medium,Normal (170-185),, #Playmaker, Playmaker (AI),82,86,90,89,55,76,89,81,61,92,88,90,93,94,84,92,84,81,80,89,79,89,61,82,75,90,74,71,84,91,93,89,51,46,53,8,10,15,9,12,,86,86,86,88,87,87,87,88,90,90,90,90,89,89,89,90,79,78,78,78,79,75,67,67,67,75,22
226308,https://sofifa.com/player/226308/dzsenifer-marozsan/220002,D. Marozsán,Dzsenifer Marozsán,Dzsenifer Marozsán,http://www.wikidata.org/entity/Q450592,1. FFC Frankfurt, CM,90,90,,,29,171,67,,1. FFC Frankfurt,,,,,,,,,,21,Germany,113004,LDM,10,Right,4,5,5,High/Medium,Normal (170-185),, #Distance Shooter, Technical Dribbler (AI),82,86,90,89,55,76,89,81,61,92,88,90,93,94,84,92,84,81,80,89,79,89,61,82,75,90,74,71,84,91,93,89,51,46,53,8,10,15,9,12,,86,86,86,88,87,87,87,88,90,90,90,90,89,89,89,90,79,78,78,78,79,75,67,67,67,75,22
226308,https://sofifa.com/player/226308/dzsenifer-marozsan/220002,D. Marozsán,Dzsenifer Marozsán,Dzsenifer Marozsán,http://www.wikidata.org/entity/Q450592,1. FFC Frankfurt, CM,90,90,,,29,171,67,,1. FFC Frankfurt,,,,,,,,,,21,Germany,113004,LDM,10,Right,4,5,5,High/Medium,Normal (170-185),, #Crosser, Technical Dribbler (AI),82,86,90,89,55,76,89,81,61,92,88,90,93,94,84,92,84,81,80,89,79,89,61,82,75,90,74,71,84,91,93,89,51,46,53,8,10,15,9,12,,86,86,86,88,87,87,87,88,90,90,90,90,89,89,89,90,79,78,78,78,79,75,67,67,67,75,22
226308,https://sofifa.com/player/226308/dzsenifer-marozsan/220002,D. Marozsán,Dzsenifer Marozsán,Dzsenifer Marozsán,http://www.wikidata.org/entity/Q450592,1. FFC Frankfurt, CM,90,90,,,29,171,67,,1. FFC Frankfurt,,,,,,,,,,21,Germany,113004,LDM,10,Right,4,5,5,High/Medium,Normal (170-185),, #FK Specialist, Technical Dribbler (AI),82,86,90,89,55,76,89,81,61,92,88,90,93,94,84,92,84,81,80,89,79,89,61,82,75,90,74,71,84,91,93,89,51,46,53,8,10,15,9,12,,86,86,86,88,87,87,87,88,90,90,90,90,89,89,89,90,79,78,78,78,79,75,67,67,67,75,22
226308,https://sofifa.com/player/226308/dzsenifer-marozsan/220002,D. Marozsán,Dzsenifer Marozsán,Dzsenifer Marozsán,http://www.wikidata.org/entity/Q450592,1. FFC Frankfurt, CM,90,90,,,29,171,67,,1. FFC Frankfurt,,,,,,,,,,21,Germany,113004,LDM,10,Right,4,5,5,High/Medium,Normal (170-185),, #Complete Midfielder, Technical Dribbler (AI),82,86,90,89,55,76,89,81,61,92,88,90,93,94,84,92,84,81,80,89,79,89,61,82,75,90,74,71,84,91,93,89,51,46,53,8,10,15,9,12,,86,86,86,88,87,87,87,88,90,90,90,90,89,89,89,90,79,78,78,78,79,75,67,67,67,75,22
226328,https://sofifa.com/player/226328/megan-rapinoe/220002,M. Rapinoe,Megan Anna Rapinoe,Megan Rapinoe,http://www.wikidata.org/entity/Q260725,Olympique Lyonnais Féminin,LW,90,90,,,35,170,60,,Olympique Lyonnais Féminin,,,,,,,,,,95,United States,113009,LW,15,Right,4,4,5,High/Low,Lean (170-),,#Crosser,Long Throw-in,71,87,90,89,49,66,91,89,76,90,74,92,90,88,89,91,72,70,81,87,69,82,73,64,65,87,67,47,89,89,92,90,46,46,48,15,12,14,14,11,,87,87,87,87,87,87,87,87,90,90,90,89,87,87,87,89,72,72,72,72,72,69,63,63,63,69,24
226328,https://sofifa.com/player/226328/megan-rapinoe/220002,M. Rapinoe,Megan Anna Rapinoe,Megan Rapinoe,http://www.wikidata.org/entity/Q260725,Olympique Lyonnais Féminin, LM,90,90,,,35,170,60,,Olympique Lyonnais Féminin,,,,,,,,,,95,United States,113009,LW,15,Right,4,4,5,High/Low,Lean (170-),, #FK Specialist, Leadership,71,87,90,89,49,66,91,89,76,90,74,92,90,88,89,91,72,70,81,87,69,82,73,64,65,87,67,47,89,89,92,90,46,46,48,15,12,14,14,11,,87,87,87,87,87,87,87,87,90,90,90,89,87,87,87,89,72,72,72,72,72,69,63,63,63,69,24
226328,https://sofifa.com/player/226328/megan-rapinoe/220002,M. Rapinoe,Megan Anna Rapinoe,Megan Rapinoe,http://www.wikidata.org/entity/Q260725,Olympique Lyonnais Féminin, LM,90,90,,,35,170,60,,Olympique Lyonnais Féminin,,,,,,,,,,95,United States,113009,LW,15,Right,4,4,5,High/Low,Lean (170-),, #Clinical Finisher, Technical Dribbler (AI),71,87,90,89,49,66,91,89,76,90,74,92,90,88,89,91,72,70,81,87,69,82,73,64,65,87,67,47,89,89,92,90,46,46,48,15,12,14,14,11,,87,87,87,87,87,87,87,87,90,90,90,89,87,87,87,89,72,72,72,72,72,69,63,63,63,69,24
226330,https://sofifa.com/player/226330/tobin-heath/220002,T. Heath,Tobin Powell Heath,Tobin Heath,http://www.wikidata.org/entity/Q445796,Portland Thorns FC,RW,90,90,,,33,168,59,,Portland Thorns FC,,,,,,,,,,95,United States,113009,RW,17,Right,5,5,4,Medium/High,Lean (170-),,#Dribbler,Flair,77,79,89,93,36,64,93,79,63,88,81,95,88,79,87,94,78,76,88,87,80,75,58,70,61,77,65,23,88,90,82,92,31,38,39,12,7,7,16,8,,84,84,84,88,86,86,86,88,90,90,90,90,85,85,85,90,68,66,66,66,68,63,53,53,53,63,22
226330,https://sofifa.com/player/226330/tobin-heath/220002,T. Heath,Tobin Powell Heath,Tobin Heath,http://www.wikidata.org/entity/Q445796,Portland Thorns FC, CAM,90,90,,,33,168,59,,Portland Thorns FC,,,,,,,,,,95,United States,113009,RW,17,Right,5,5,4,Medium/High,Lean (170-),, #Playmaker, Technical Dribbler (AI),77,79,89,93,36,64,93,79,63,88,81,95,88,79,87,94,78,76,88,87,80,75,58,70,61,77,65,23,88,90,82,92,31,38,39,12,7,7,16,8,,84,84,84,88,86,86,86,88,90,90,90,90,85,85,85,90,68,66,66,66,68,63,53,53,53,63,22
226330,https://sofifa.com/player/226330/tobin-heath/220002,T. Heath,Tobin Powell Heath,Tobin Heath,http://www.wikidata.org/entity/Q445796,Portland Thorns FC, LW,90,90,,,33,168,59,,Portland Thorns FC,,,,,,,,,,95,United States,113009,RW,17,Right,5,5,4,Medium/High,Lean (170-),, #Crosser, Technical Dribbler (AI),77,79,89,93,36,64,93,79,63,88,81,95,88,79,87,94,78,76,88,87,80,75,58,70,61,77,65,23,88,90,82,92,31,38,39,12,7,7,16,8,,84,84,84,88,86,86,86,88,90,90,90,90,85,85,85,90,68,66,66,66,68,63,53,53,53,63,22
226330,https://sofifa.com/player/226330/tobin-heath/220002,T. Heath,Tobin Powell Heath,Tobin Heath,http://www.wikidata.org/entity/Q445796,Portland Thorns FC, LW,90,90,,,33,168,59,,Portland Thorns FC,,,,,,,,,,95,United States,113009,RW,17,Right,5,5,4,Medium/High,Lean (170-),, #Acrobat, Technical Dribbler (AI),77,79,89,93,36,64,93,79,63,88,81,95,88,79,87,94,78,76,88,87,80,75,58,70,61,77,65,23,88,90,82,92,31,38,39,12,7,7,16,8,,84,84,84,88,86,86,86,88,90,90,90,90,85,85,85,90,68,66,66,66,68,63,53,53,53,63,22
226330,https://sofifa.com/player/226330/tobin-heath/220002,T. Heath,Tobin Powell Heath,Tobin Heath,http://www.wikidata.org/entity/Q445796,Portland Thorns FC, LW,90,90,,,33,168,59,,Portland Thorns FC,,,,,,,,,,95,United States,113009,RW,17,Right,5,5,4,Medium/High,Lean (170-),, #Complete Midfielder, Technical Dribbler (AI),77,79,89,93,36,64,93,79,63,88,81,95,88,79,87,94,78,76,88,87,80,75,58,70,61,77,65,23,88,90,82,92,31,38,39,12,7,7,16,8,,84,84,84,88,86,86,86,88,90,90,90,90,85,85,85,90,68,66,66,66,68,63,53,53,53,63,22
227102,https://sofifa.com/player/227102/caroline-graham-hansen/220002,C. Hansen,Caroline Graham Hansen,Caroline Graham Hansen,http://www.wikidata.org/entity/Q5045087,VfL Wolfsburg Women,RM,90,91,,,26,178,66,,VfL Wolfsburg Women,,,,,,,,,,36,Norway,113007,CAM,10,Right,4,4,4,High/Medium,Lean (170-185),,#Dribbler,Flair,87,83,86,89,45,75,88,86,75,87,82,92,86,77,84,90,86,88,85,87,75,79,68,84,74,82,66,24,86,85,80,84,45,50,46,17,11,15,13,9,,87,87,87,88,87,87,87,88,90,90,90,91,85,85,85,91,72,69,69,69,72,69,61,61,61,69,24
227102,https://sofifa.com/player/227102/caroline-graham-hansen/220002,C. Hansen,Caroline Graham Hansen,Caroline Graham Hansen,http://www.wikidata.org/entity/Q5045087,VfL Wolfsburg Women, CAM,90,91,,,26,178,66,,VfL Wolfsburg Women,,,,,,,,,,36,Norway,113007,CAM,10,Right,4,4,4,High/Medium,Lean (170-185),, #Crosser, Playmaker (AI),87,83,86,89,45,75,88,86,75,87,82,92,86,77,84,90,86,88,85,87,75,79,68,84,74,82,66,24,86,85,80,84,45,50,46,17,11,15,13,9,,87,87,87,88,87,87,87,88,90,90,90,91,85,85,85,91,72,69,69,69,72,69,61,61,61,69,24
227102,https://sofifa.com/player/227102/caroline-graham-hansen/220002,C. Hansen,Caroline Graham Hansen,Caroline Graham Hansen,http://www.wikidata.org/entity/Q5045087,VfL Wolfsburg Women, ST,90,91,,,26,178,66,,VfL Wolfsburg Women,,,,,,,,,,36,Norway,113007,CAM,10,Right,4,4,4,High/Medium,Lean (170-185),, #Clinical Finisher, Outside Foot Shot,87,83,86,89,45,75,88,86,75,87,82,92,86,77,84,90,86,88,85,87,75,79,68,84,74,82,66,24,86,85,80,84,45,50,46,17,11,15,13,9,,87,87,87,88,87,87,87,88,90,90,90,91,85,85,85,91,72,69,69,69,72,69,61,61,61,69,24
227102,https://sofifa.com/player/227102/caroline-graham-hansen/220002,C. Hansen,Caroline Graham Hansen,Caroline Graham Hansen,http://www.wikidata.org/entity/Q5045087,VfL Wolfsburg Women, ST,90,91,,,26,178,66,,VfL Wolfsburg Women,,,,,,,,,,36,Norway,113007,CAM,10,Right,4,4,4,High/Medium,Lean (170-185),, #Complete Forward, Technical Dribbler (AI),87,83,86,89,45,75,88,86,75,87,82,92,86,77,84,90,86,88,85,87,75,79,68,84,74,82,66,24,86,85,80,84,45,50,46,17,11,15,13,9,,87,87,87,88,87,87,87,88,90,90,90,91,85,85,85,91,72,69,69,69,72,69,61,61,61,69,24
227318,https://sofifa.com/player/227318/amandine-henry/220002,A. Henry,Amandine Chantal Henry,Amandine Henry,http://www.wikidata.org/entity/Q454261,Olympique Lyonnais Féminin,CDM,90,90,,,31,171,64,,Olympique Lyonnais Féminin,,,,,,,,,,18,France,113003,RDM,6,Right,3,4,5,High/High,Normal (170-185),,#Engine,Leadership,74,78,79,80,88,88,63,78,72,89,56,77,63,65,85,88,75,73,74,91,64,81,77,89,88,84,90,89,68,79,75,83,93,90,84,11,13,15,14,7,,82,82,82,79,80,80,80,79,84,84,84,82,88,88,88,82,87,90,90,90,87,87,90,90,90,87,23
227318,https://sofifa.com/player/227318/amandine-henry/220002,A. Henry,Amandine Chantal Henry,Amandine Henry,http://www.wikidata.org/entity/Q454261,Olympique Lyonnais Féminin, CM,90,90,,,31,171,64,,Olympique Lyonnais Féminin,,,,,,,,,,18,France,113003,RDM,6,Right,3,4,5,High/High,Normal (170-185),, #Tactician, Long Shot Taker (AI),74,78,79,80,88,88,63,78,72,89,56,77,63,65,85,88,75,73,74,91,64,81,77,89,88,84,90,89,68,79,75,83,93,90,84,11,13,15,14,7,,82,82,82,79,80,80,80,79,84,84,84,82,88,88,88,82,87,90,90,90,87,87,90,90,90,87,23
